아이디,관측일자,표준유역명,유량,발전량
385568,2024-04-23,탐진강하류,1.99,491.45
385569,2024-04-23,탐진강하류,88,21732.48
385570,2024-04-23,와탄천,0.55,135.828
385571,2024-04-23,의령천,0,0
385572,2024-04-23,성황천,28.3,6988.968
385573,2024-04-23,논산천합류전,815.49,201393.41
385574,2024-04-23,남원수위표,32.2,7952.112
385575,2024-04-23,마륜천,-999,-999
385576,2024-04-23,대천천,-999,-999
385577,2024-04-23,경포천,-999,-999
385578,2024-04-23,삽교천상류,77.73,19196.201
385579,2024-04-23,삽교천상류,0.02,4.939
385580,2024-04-23,온양천,128.44,31719.542
385581,2024-04-23,간월방조제,-999,-999
385582,2024-04-23,대천천,23.47,5796.151
385583,2024-04-23,전주천하류,15.09,3726.626
385584,2024-04-23,전주천하류,-999,-999
385585,2024-04-23,전주천하류,-999,-999
385586,2024-04-23,전주천하류,0.14,34.574
385587,2024-04-23,전주천하류,0,0
385588,2024-04-23,주상천,49.97,12340.591
385589,2024-04-23,주상천,0,0
385590,2024-04-23,임실천,3.8,938.448
385591,2024-04-23,남원수위표,6.88,1699.085
385592,2024-04-23,임실천,12.29,3035.138
385593,2024-04-23,주암조절지댐,1.97,486.511
385594,2024-04-23,영천강합류전,68.72,16971.091
385595,2024-04-23,삼동암천,-999,-999
385596,2024-04-23,함양위천,23.46,5793.682
385597,2024-04-23,경안수위표,-999,-999
385598,2024-04-23,양평수위표,-999,-999
385599,2024-04-23,중랑천하류,537.61,132768.166
385600,2024-04-23,중랑천합류전,7.97,1968.271
385601,2024-04-23,중랑천합류전,-999,-999
385602,2024-04-23,성남수위표,-999,-999
385603,2024-04-23,탄천하류,-999,-999
385604,2024-04-23,탄천하류,-999,-999
385605,2024-04-23,중랑천하류,0.89,219.794
385606,2024-04-23,중랑천하류,-999,-999
385607,2024-04-23,청계천,-999,-999
385608,2024-04-23,청계천,-999,-999
385609,2024-04-23,안양천하류,-999,-999
385610,2024-04-23,안양천하류,-999,-999
385611,2024-04-23,안양천중류,2.56,632.218
385612,2024-04-23,안양천하류,-999,-999
385613,2024-04-23,행주대교수위표,-999,-999
385614,2024-04-23,양평수위표,-999,-999
385616,2024-04-23,의암댐,-999,-999
385617,2024-04-23,양구교수위표,-999,-999
385618,2024-04-23,도암댐,9.07,2239.927
385619,2024-04-23,황지천,2,493.92
385620,2024-04-23,전천,3.06,755.698
385621,2024-04-23,황지천,-999,-999
385622,2024-04-23,원주천,1.95,481.572
385623,2024-04-23,평창강하류,4.78,1180.469
385624,2024-04-23,평창강하류,-999,-999
385625,2024-04-23,원주천,-999,-999
385626,2024-04-23,달천하류,4.74,1170.59
385627,2024-04-23,달천하류,218.43,53943.4729999999
385628,2024-04-23,원주천,222.06,54839.938
385629,2024-04-23,청미수위표,-999,-999
385630,2024-04-23,복하천하류,-999,-999
385631,2024-04-23,양평수위표,258.07,63732.967
385632,2024-04-23,양평수위표,-999,-999
385633,2024-04-23,화천천,-999,-999
385634,2024-04-23,양구교수위표,-999,-999
385635,2024-04-23,소양강댐하류,239.54,59156.798
385636,2024-04-23,행주대교수위표,-999,-999
385637,2024-04-23,삼천포천,2.32,572.947
385638,2024-04-23,부소천합류후,-999,-999
385639,2024-04-23,미성교수위표,2.77,684.079
385640,2024-04-23,남대천,124.34,30707.006
385641,2024-04-23,초강상류,18.65,4605.804
385642,2024-04-23,북천,149.12,36826.675
385643,2024-04-23,한천합류후,160.85,39723.516
385644,2024-04-23,한천합류후,259.89,64182.434
385645,2024-04-23,행주대교수위표,-999,-999
385646,2024-04-23,청도천하류,0.77,190.159
385647,2024-04-23,동촌수위표,-999,-999
385648,2024-04-23,동촌수위표,-999,-999
385649,2024-04-23,금호강하류,-999,-999
385650,2024-04-23,합천수위표하류,7,1728.72
385651,2024-04-23,동촌수위표,1040.37,256929.775
385652,2024-04-23,합천댐상류,8.65,2136.204
385653,2024-04-23,합천댐상류,385.37,95170.975
385654,2024-04-23,동촌수위표,0,0
385655,2024-04-23,함양위천,5,1234.8
385656,2024-04-23,초강상류,129.58,32001.077
385657,2024-04-23,안동댐역조정지하류,71.71,17709.502
385658,2024-04-23,금호강시점,6.97,1721.311
385659,2024-04-23,안동댐역조정지하류,5.19,1281.722
385660,2024-04-23,영강하류,339.8,83917.008
385661,2024-04-23,부소천합류후,2.36,582.826
385662,2024-04-23,신천하류,1.66,409.954
385663,2024-04-23,신천하류,-999,-999
385664,2024-04-23,문산천합류후,0,0
385665,2024-04-23,평택수위표,0.55,135.828
385666,2024-04-23,오산천,2.75,679.14
385667,2024-04-23,평택수위표,12.41,3064.774
385668,2024-04-23,황구지천상류,1.15,284.004
385669,2024-04-23,상운천,12.62,3116.635
385670,2024-04-23,공촌천,-999,-999
385671,2024-04-23,안동댐역조정지하류,0,0
385672,2024-04-23,용전천하류,4.6,1136.016
385673,2024-04-23,용전천하류,0,0
385674,2024-04-23,운곡천,2.34,577.886
385675,2024-04-23,전천,0.25,61.74
385676,2024-04-23,도암댐,2.34,577.886
385677,2024-04-23,곡강천,-999,-999
385678,2024-04-24,갑천하류,-999,-999
385679,2024-04-24,봉황천하류,15.01,3706.87
385680,2024-04-24,초강상류,19.72,4870.051
385681,2024-04-24,삼가천합류후,0.44,108.662
385682,2024-04-24,삼가천합류후,1.62,400.075
385683,2024-04-24,석화수위표,-999,-999
385684,2024-04-24,무심천,-999,-999
385685,2024-04-24,갑천하류,-999,-999
385686,2024-04-24,갑천하류,-999,-999
385687,2024-04-24,갑천하류,-999,-999
385688,2024-04-24,갑천상류,3.19,787.802
385689,2024-04-24,갑천하류,-999,-999
385690,2024-04-24,보강천,1.16,286.474
385691,2024-04-24,석화수위표,-999,-999
385692,2024-04-24,병천천상류,-999,-999
385693,2024-04-24,석화수위표,-999,-999
385694,2024-04-24,갑천하류,-999,-999
385695,2024-04-24,봉황천하류,10.76,2657.29
385696,2024-04-24,의령천,294.27,72672.919
385697,2024-04-24,임실천,0,0
385698,2024-04-24,논산천합류전,-999,-999
385699,2024-04-24,차천,370.75,91560.42
385700,2024-04-24,남천,-999,-999
385701,2024-04-24,조만강,0,0
385702,2024-04-24,병천천상류,0,0
385703,2024-04-24,밀양강,402.03,99285.329
385704,2024-04-24,양산천하류,34.76,8584.33
385705,2024-04-24,양산천하류,-999,-999
385706,2024-04-24,임실천,10.8,2667.168
385707,2024-04-24,곡강천,-999,-999
385708,2024-04-24,동천,3.54,874.238
385709,2024-04-24,동천,-999,-999
385710,2024-04-24,동천,-999,-999
385711,2024-04-24,동천,-999,-999
385712,2024-04-24,수영강,-999,-999
385713,2024-04-24,남대천,20.11,4966.366
385714,2024-04-24,송천,17.5,4321.8
385715,2024-04-24,황리천,0,0
385716,2024-04-24,곡강천,-999,-999
385717,2024-04-24,논산천합류전,815.49,201393.41
385718,2024-04-24,마륜천,-999,-999
385719,2024-04-24,대천천,-999,-999
385720,2024-04-24,경포천,-999,-999
385721,2024-04-24,경천,0.64,158.054
385722,2024-04-24,광주천,-999,-999
385723,2024-04-24,광주천,-999,-999
385724,2024-04-24,광주천,-999,-999
385725,2024-04-24,와탄천,25.65,6334.524
385726,2024-04-24,광주천,2.96,731.002
385727,2024-04-24,광주천,-999,-999
385728,2024-04-24,지석천,0,0
385729,2024-04-24,와탄천,0.25,61.74
385730,2024-04-24,청계천,0,0
385731,2024-04-24,청계천,0,0
385732,2024-04-24,탐진강하류,1.86,459.346
385733,2024-04-24,탐진강하류,88,21732.48
385734,2024-04-24,와탄천,0.64,158.054
385735,2024-04-24,와탄천,20.94,5171.342
385736,2024-04-24,의령천,0,0
385737,2024-04-24,성황천,12.75,3148.74
385738,2024-04-24,논산천합류전,139.99,34571.93
385739,2024-04-24,성황천,26.5,6544.44
385740,2024-04-24,주암조절지댐,1.97,486.511
385741,2024-04-24,경포천,-999,-999
385742,2024-04-24,삽교천상류,77.09,19038.146
385743,2024-04-24,삽교천상류,0.13,32.105
385744,2024-04-24,온양천,127.27,31430.599
385745,2024-04-24,간월방조제,-999,-999
385746,2024-04-24,대천천,25.78,6366.629
385747,2024-04-24,전주천하류,16.12,3980.995
385748,2024-04-24,전주천하류,-999,-999
385749,2024-04-24,전주천하류,-999,-999
385750,2024-04-24,전주천하류,0.07,17.287
385751,2024-04-24,전주천하류,0,0
385752,2024-04-24,주상천,50.83,12552.977
385753,2024-04-24,주상천,0,0
385754,2024-04-24,임실천,3.98,982.901
385755,2024-04-24,남원수위표,7.1,1753.416
385756,2024-04-24,임실천,11.61,2867.206
385757,2024-04-24,주암조절지댐,19.04,4702.118
385758,2024-04-24,남원수위표,31.26,7719.97
385759,2024-04-24,영천강합류전,31.24,7715.03
385760,2024-04-24,삼천포천,2.18,538.373
385761,2024-04-24,함양위천,21.34,5270.126
385762,2024-04-24,양평수위표,-999,-999
385763,2024-04-24,중랑천하류,598.62,147835.195
385764,2024-04-24,중랑천합류전,8.18,2020.133
385765,2024-04-24,중랑천합류전,-999,-999
385766,2024-04-24,성남수위표,-999,-999
385767,2024-04-24,탄천하류,-999,-999
385768,2024-04-24,탄천하류,-999,-999
385769,2024-04-24,중랑천하류,0.95,234.612
385770,2024-04-24,중랑천하류,-999,-999
385771,2024-04-24,청계천,-999,-999
385772,2024-04-24,청계천,-999,-999
385773,2024-04-24,안양천하류,-999,-999
385774,2024-04-24,안양천하류,-999,-999
385775,2024-04-24,안양천중류,2.86,706.306
385776,2024-04-24,안양천하류,-999,-999
385777,2024-04-24,행주대교수위표,-999,-999
385779,2024-04-24,경안수위표,-999,-999
385780,2024-04-24,행주대교수위표,-999,-999
385781,2024-04-24,양평수위표,-999,-999
385782,2024-04-24,소양강댐하류,294.92,72833.443
385783,2024-04-24,황지천,2,493.92
385784,2024-04-24,전천,2.62,647.035
385785,2024-04-24,황지천,-999,-999
385786,2024-04-24,원주천,1.78,439.589
385787,2024-04-24,평창강하류,4.72,1165.651
385788,2024-04-24,평창강하류,-999,-999
385789,2024-04-24,원주천,-999,-999
385790,2024-04-24,달천하류,18.56,4583.578
385791,2024-04-24,달천하류,225.22,55620.331
385792,2024-04-24,원주천,211.11,52135.726
385793,2024-04-24,청미수위표,-999,-999
385794,2024-04-24,복하천하류,-999,-999
385795,2024-04-24,양평수위표,207.1,51145.416
385796,2024-04-24,양평수위표,-999,-999
385797,2024-04-24,화천천,-999,-999
385798,2024-04-24,양구교수위표,-999,-999
385799,2024-04-24,양구교수위표,-999,-999
385800,2024-04-24,의암댐,-999,-999
385801,2024-04-24,행주대교수위표,-999,-999
385802,2024-04-24,도암댐,8.58,2118.917
385803,2024-04-24,부소천합류후,-999,-999
385804,2024-04-24,미성교수위표,2.81,693.958
385805,2024-04-24,남대천,157.76,38960.41
385806,2024-04-24,초강상류,14.23,3514.241
385807,2024-04-24,북천,132.46,32712.322
385808,2024-04-24,한천합류후,134.33,33174.137
385809,2024-04-24,한천합류후,220.48,54449.741
385810,2024-04-24,삼동암천,-999,-999
385811,2024-04-24,청도천하류,0.99,244.49
385812,2024-04-24,동촌수위표,-999,-999
385813,2024-04-24,동촌수위표,-999,-999
385814,2024-04-24,금호강하류,-999,-999
385815,2024-04-24,합천수위표하류,6.69,1652.162
385816,2024-04-24,동촌수위표,969.6,239452.416
385817,2024-04-24,합천댐상류,8.59,2121.386
385818,2024-04-24,합천댐상류,264.56,65335.738
385819,2024-04-24,동촌수위표,0,0
385820,2024-04-24,함양위천,4.8,1185.408
385821,2024-04-24,초강상류,116.79,28842.458
385822,2024-04-24,안동댐역조정지하류,75.3,18596.088
385823,2024-04-24,금호강시점,5.21,1286.662
385824,2024-04-24,안동댐역조정지하류,5.02,1239.739
385825,2024-04-24,영강하류,336.25,83040.3
385826,2024-04-24,부소천합류후,2.32,572.947
385827,2024-04-24,신천하류,1.66,409.954
385828,2024-04-24,신천하류,-999,-999
385829,2024-04-24,문산천합류후,0,0
385830,2024-04-24,평택수위표,0.37,91.375
385831,2024-04-24,오산천,2.94,726.062
385832,2024-04-24,평택수위표,18.6,4593.456
385833,2024-04-24,황구지천상류,1.53,377.849
385834,2024-04-24,상운천,12.55,3099.348
385835,2024-04-24,공촌천,-999,-999
385836,2024-04-24,안동댐역조정지하류,0,0
385837,2024-04-24,용전천하류,4.9,1210.104
385838,2024-04-24,용전천하류,0,0
385839,2024-04-24,운곡천,2.34,577.886
385840,2024-04-24,전천,0.43,106.193
385841,2024-04-24,도암댐,3.21,792.742
385842,2024-04-24,곡강천,-999,-999
385843,2024-04-25,갑천하류,-999,-999
385844,2024-04-25,봉황천하류,16.28,4020.509
385845,2024-04-25,초강상류,21,5186.16
385846,2024-04-25,삼가천합류후,0.65,160.524
385847,2024-04-25,삼가천합류후,2.59,639.626
385848,2024-04-25,석화수위표,-999,-999
385849,2024-04-25,무심천,-999,-999
385850,2024-04-25,갑천하류,-999,-999
385851,2024-04-25,갑천하류,-999,-999
385852,2024-04-25,갑천하류,-999,-999
385853,2024-04-25,갑천상류,3.21,792.742
385854,2024-04-25,갑천하류,-999,-999
385855,2024-04-25,보강천,1.56,385.258
385856,2024-04-25,석화수위표,-999,-999
385857,2024-04-25,병천천상류,-999,-999
385858,2024-04-25,석화수위표,-999,-999
385859,2024-04-25,갑천하류,-999,-999
385860,2024-04-25,봉황천하류,10.71,2644.942
385861,2024-04-25,의령천,190.6,47070.576
385862,2024-04-25,임실천,0,0
385863,2024-04-25,논산천합류전,-999,-999
385864,2024-04-25,차천,339.29,83791.058
385865,2024-04-25,남천,-999,-999
385866,2024-04-25,조만강,0,0
385867,2024-04-25,병천천상류,0,0
385868,2024-04-25,밀양강,410.89,101473.394
385869,2024-04-25,양산천하류,40.35,9964.836
385870,2024-04-25,양산천하류,-999,-999
385871,2024-04-25,임실천,10.8,2667.168
385872,2024-04-25,곡강천,-999,-999
385873,2024-04-25,동천,3.06,755.698
385874,2024-04-25,동천,-999,-999
385875,2024-04-25,동천,-999,-999
385876,2024-04-25,동천,-999,-999
385877,2024-04-25,수영강,-999,-999
385878,2024-04-25,남대천,25.39,6270.314
385879,2024-04-25,송천,16.9,4173.624
385880,2024-04-25,황리천,0,0
385881,2024-04-25,곡강천,-999,-999
385882,2024-04-25,논산천합류전,815.49,201393.41
385883,2024-04-25,마륜천,-999,-999
385884,2024-04-25,대천천,-999,-999
385885,2024-04-25,경포천,-999,-999
385886,2024-04-25,경천,0.52,128.419
385887,2024-04-25,광주천,-999,-999
385888,2024-04-25,광주천,-999,-999
385889,2024-04-25,광주천,-999,-999
385890,2024-04-25,와탄천,25.18,6218.453
385891,2024-04-25,광주천,2.26,558.13
385892,2024-04-25,광주천,-999,-999
385893,2024-04-25,지석천,0,0
385894,2024-04-25,와탄천,0.21,51.862
385895,2024-04-25,청계천,0,0
385896,2024-04-25,청계천,0,0
385897,2024-04-25,탐진강하류,1.9,469.224
385898,2024-04-25,탐진강하류,88,21732.48
385899,2024-04-25,와탄천,0.43,106.193
385900,2024-04-25,와탄천,20.44,5047.862
385901,2024-04-25,의령천,0,0
385902,2024-04-25,성황천,88.23,21789.281
385903,2024-04-25,논산천합류전,231.72,57225.571
385904,2024-04-25,성황천,27.39,6764.234
385905,2024-04-25,주암조절지댐,1.76,434.65
385906,2024-04-25,경포천,-999,-999
385907,2024-04-25,삽교천상류,80.79,19951.898
385908,2024-04-25,삽교천상류,0.06,14.818
385909,2024-04-25,온양천,134.04,33102.518
385910,2024-04-25,간월방조제,-999,-999
385911,2024-04-25,대천천,25.03,6181.409
385912,2024-04-25,전주천하류,15.63,3859.985
385913,2024-04-25,전주천하류,-999,-999
385914,2024-04-25,전주천하류,-999,-999
385915,2024-04-25,전주천하류,0.63,155.585
385916,2024-04-25,전주천하류,0,0
385917,2024-04-25,주상천,53.37,13180.255
385918,2024-04-25,주상천,0,0
385919,2024-04-25,임실천,3.98,982.901
385920,2024-04-25,남원수위표,7.79,1923.818
385921,2024-04-25,임실천,14.51,3583.39
385922,2024-04-25,주암조절지댐,21.51,5312.11
385923,2024-04-25,남원수위표,32.46,8016.322
385924,2024-04-25,영천강합류전,22.95,5667.732
385925,2024-04-25,삼천포천,1.68,414.893
385926,2024-04-25,함양위천,19.17,4734.223
385927,2024-04-25,양평수위표,-999,-999
385928,2024-04-25,중랑천하류,640.34,158138.366
385929,2024-04-25,중랑천합류전,8.51,2101.63
385930,2024-04-25,중랑천합류전,-999,-999
385931,2024-04-25,성남수위표,-999,-999
385932,2024-04-25,탄천하류,-999,-999
385933,2024-04-25,탄천하류,-999,-999
385934,2024-04-25,중랑천하류,1.01,249.43
385935,2024-04-25,중랑천하류,-999,-999
385936,2024-04-25,청계천,-999,-999
385937,2024-04-25,청계천,-999,-999
385938,2024-04-25,안양천하류,-999,-999
385939,2024-04-25,안양천하류,-999,-999
385940,2024-04-25,안양천중류,2.83,698.897
385941,2024-04-25,안양천하류,-999,-999
385942,2024-04-25,행주대교수위표,-999,-999
385944,2024-04-25,경안수위표,-999,-999
385945,2024-04-25,행주대교수위표,-999,-999
385946,2024-04-25,양평수위표,-999,-999
385947,2024-04-25,소양강댐하류,284.31,70213.198
385948,2024-04-25,황지천,1.6,395.136
385949,2024-04-25,전천,2.62,647.035
385950,2024-04-25,황지천,-999,-999
385951,2024-04-25,원주천,2.65,654.444
385952,2024-04-25,평창강하류,5.63,1390.385
385953,2024-04-25,평창강하류,-999,-999
385954,2024-04-25,원주천,-999,-999
385955,2024-04-25,달천하류,5.51,1360.75
385956,2024-04-25,달천하류,232.31,57371.278
385957,2024-04-25,원주천,222.41,54926.374
385958,2024-04-25,청미수위표,-999,-999
385959,2024-04-25,복하천하류,0.12,29.635
385960,2024-04-25,양평수위표,270.17,66721.183
385961,2024-04-25,양평수위표,-999,-999
385962,2024-04-25,화천천,-999,-999
385963,2024-04-25,양구교수위표,-999,-999
385964,2024-04-25,양구교수위표,-999,-999
385965,2024-04-25,의암댐,-999,-999
385966,2024-04-25,행주대교수위표,-999,-999
385967,2024-04-25,도암댐,9.2,2272.032
385968,2024-04-25,부소천합류후,-999,-999
385969,2024-04-25,미성교수위표,2.86,706.306
385970,2024-04-25,남대천,157.04,38782.5979999999
385971,2024-04-25,초강상류,14.6,3605.616
385972,2024-04-25,북천,121.54,30015.518
385973,2024-04-25,한천합류후,135.45,33450.732
385974,2024-04-25,한천합류후,196.11,48431.326
385975,2024-04-25,삼동암천,-999,-999
385976,2024-04-25,청도천하류,0.89,219.794
385977,2024-04-25,동촌수위표,-999,-999
385978,2024-04-25,동촌수위표,-999,-999
385979,2024-04-25,금호강하류,-999,-999
385980,2024-04-25,합천수위표하류,5.68,1402.733
385981,2024-04-25,동촌수위표,1019.2,251701.632
385982,2024-04-25,합천댐상류,8.72,2153.491
385983,2024-04-25,합천댐상류,254.08,62747.597
385984,2024-04-25,동촌수위표,0,0
385985,2024-04-25,함양위천,4.4,1086.624
385986,2024-04-25,초강상류,112.68,27827.453
385987,2024-04-25,안동댐역조정지하류,69.12,17069.875
385988,2024-04-25,금호강시점,7.71,1904.062
385989,2024-04-25,안동댐역조정지하류,5.52,1363.219
385990,2024-04-25,영강하류,336.25,83040.3
385991,2024-04-25,부소천합류후,3.61,891.526
385992,2024-04-25,신천하류,1.66,409.954
385993,2024-04-25,신천하류,-999,-999
385994,2024-04-25,문산천합류후,0,0
385995,2024-04-25,평택수위표,0.82,202.507
385996,2024-04-25,오산천,2.99,738.41
385997,2024-04-25,평택수위표,26.76,6608.65
385998,2024-04-25,황구지천상류,1.58,390.197
385999,2024-04-25,상운천,19.31,4768.798
386000,2024-04-25,공촌천,-999,-999
386001,2024-04-25,안동댐역조정지하류,0,0
386002,2024-04-25,용전천하류,5.1,1259.496
386003,2024-04-25,용전천하류,0,0
386004,2024-04-25,운곡천,2.38,587.765
386005,2024-04-25,전천,1.61,397.606
386006,2024-04-25,도암댐,3.18,785.333
386007,2024-04-25,곡강천,-999,-999
386008,2024-04-26,갑천하류,-999,-999
386009,2024-04-26,봉황천하류,16.46,4064.962
386010,2024-04-26,초강상류,20.84,5146.646
386011,2024-04-26,삼가천합류후,0.54,133.358
386012,2024-04-26,삼가천합류후,2.14,528.494
386013,2024-04-26,석화수위표,-999,-999
386014,2024-04-26,무심천,-999,-999
386015,2024-04-26,갑천하류,-999,-999
386016,2024-04-26,갑천하류,-999,-999
386017,2024-04-26,갑천하류,-999,-999
386018,2024-04-26,갑천상류,4.56,1126.138
386019,2024-04-26,갑천하류,-999,-999
386020,2024-04-26,보강천,1.11,274.126
386021,2024-04-26,석화수위표,-999,-999
386022,2024-04-26,병천천상류,-999,-999
386023,2024-04-26,석화수위표,-999,-999
386024,2024-04-26,갑천하류,-999,-999
386025,2024-04-26,봉황천하류,10.71,2644.942
386026,2024-04-26,의령천,199.51,49270.99
386027,2024-04-26,임실천,0,0
386028,2024-04-26,논산천합류전,-999,-999
386029,2024-04-26,차천,318.24,78592.55
386030,2024-04-26,남천,-999,-999
386031,2024-04-26,조만강,0,0
386032,2024-04-26,병천천상류,-999,-999
386033,2024-04-26,밀양강,438.63,108324.065
386034,2024-04-26,양산천하류,46.72,11537.971
386035,2024-04-26,양산천하류,-999,-999
386036,2024-04-26,임실천,10.8,2667.168
386037,2024-04-26,곡강천,-999,-999
386038,2024-04-26,동천,2.86,706.306
386039,2024-04-26,동천,-999,-999
386040,2024-04-26,동천,-999,-999
386041,2024-04-26,동천,-999,-999
386042,2024-04-26,수영강,-999,-999
386043,2024-04-26,남대천,19.92,4919.443
386044,2024-04-26,송천,17.75,4383.54
386045,2024-04-26,황리천,-999,-999
386046,2024-04-26,곡강천,-999,-999
386047,2024-04-26,논산천합류전,815.49,201393.41
386048,2024-04-26,마륜천,-999,-999
386049,2024-04-26,대천천,-999,-999
386050,2024-04-26,경포천,-999,-999
386051,2024-04-26,경천,0.48,118.541
386052,2024-04-26,광주천,-999,-999
386053,2024-04-26,광주천,-999,-999
386054,2024-04-26,광주천,-999,-999
386055,2024-04-26,와탄천,24.16,5966.554
386056,2024-04-26,광주천,2.41,595.174
386057,2024-04-26,광주천,-999,-999
386058,2024-04-26,지석천,0,0
386059,2024-04-26,와탄천,0.21,51.862
386060,2024-04-26,청계천,0,0
386061,2024-04-26,청계천,0,0
386062,2024-04-26,탐진강하류,1.52,375.379
386063,2024-04-26,탐진강하류,88,21732.48
386064,2024-04-26,와탄천,0.44,108.662
386065,2024-04-26,와탄천,20.3,5013.288
386066,2024-04-26,의령천,0,0
386067,2024-04-26,성황천,130.54,32238.158
386068,2024-04-26,논산천합류전,367.32,90713.347
386069,2024-04-26,성황천,27.8,6865.488
386070,2024-04-26,주암조절지댐,1.57,387.727
386071,2024-04-26,경포천,-999,-999
386072,2024-04-26,삽교천상류,79.67,19675.303
386073,2024-04-26,삽교천상류,0.02,4.939
386074,2024-04-26,온양천,131.68,32519.693
386075,2024-04-26,간월방조제,-999,-999
386076,2024-04-26,대천천,25.25,6235.74
386077,2024-04-26,전주천하류,15.09,3726.626
386078,2024-04-26,전주천하류,-999,-999
386079,2024-04-26,전주천하류,-999,-999
386080,2024-04-26,전주천하류,1.96,484.042
386081,2024-04-26,전주천하류,0,0
386082,2024-04-26,주상천,63.49,15679.49
386083,2024-04-26,주상천,0,0
386084,2024-04-26,임실천,3.8,938.448
386085,2024-04-26,남원수위표,6.88,1699.085
386086,2024-04-26,임실천,12.14,2998.094
386087,2024-04-26,주암조절지댐,21.85,5396.076
386088,2024-04-26,남원수위표,32.98,8144.741
386089,2024-04-26,영천강합류전,16.72,4129.171
386090,2024-04-26,삼천포천,1.27,313.639
386091,2024-04-26,함양위천,20.47,5055.271
386092,2024-04-26,양평수위표,-999,-999
386093,2024-04-26,중랑천하류,555.38,137156.645
386094,2024-04-26,중랑천합류전,7.9,1950.984
386095,2024-04-26,중랑천합류전,-999,-999
386096,2024-04-26,성남수위표,-999,-999
386097,2024-04-26,탄천하류,-999,-999
386098,2024-04-26,탄천하류,-999,-999
386099,2024-04-26,중랑천하류,0.91,224.734
386100,2024-04-26,중랑천하류,-999,-999
386101,2024-04-26,청계천,-999,-999
386102,2024-04-26,청계천,-999,-999
386103,2024-04-26,안양천하류,-999,-999
386104,2024-04-26,안양천하류,-999,-999
386105,2024-04-26,안양천중류,2.61,644.566
386106,2024-04-26,안양천하류,-999,-999
386107,2024-04-26,행주대교수위표,-999,-999
386109,2024-04-26,경안수위표,-999,-999
386110,2024-04-26,행주대교수위표,-999,-999
386111,2024-04-26,양평수위표,-999,-999
386112,2024-04-26,소양강댐하류,289.51,71497.39
386113,2024-04-26,황지천,-999,-999
386114,2024-04-26,전천,2.62,647.035
386115,2024-04-26,황지천,-999,-999
386116,2024-04-26,원주천,2.07,511.207
386117,2024-04-26,평창강하류,4.85,1197.756
386118,2024-04-26,평창강하류,-999,-999
386119,2024-04-26,원주천,-999,-999
386120,2024-04-26,달천하류,11.26,2780.77
386121,2024-04-26,달천하류,210.73,52041.881
386122,2024-04-26,원주천,192.84,47623.766
386123,2024-04-26,청미수위표,-999,-999
386124,2024-04-26,복하천하류,0,0
386125,2024-04-26,양평수위표,239.64,59181.494
386126,2024-04-26,양평수위표,-999,-999
386127,2024-04-26,화천천,-999,-999
386128,2024-04-26,양구교수위표,-999,-999
386129,2024-04-26,양구교수위표,-999,-999
386130,2024-04-26,의암댐,-999,-999
386131,2024-04-26,행주대교수위표,-999,-999
386132,2024-04-26,도암댐,8.83,2180.657
386133,2024-04-26,부소천합류후,-999,-999
386134,2024-04-26,미성교수위표,2.59,639.626
386135,2024-04-26,남대천,158.4,39118.464
386136,2024-04-26,초강상류,13.08,3230.237
386137,2024-04-26,북천,166.61,41146.006
386138,2024-04-26,한천합류후,141.07,34838.647
386139,2024-04-26,한천합류후,221.95,54812.772
386140,2024-04-26,삼동암천,-999,-999
386141,2024-04-26,청도천하류,0.77,190.159
386142,2024-04-26,동촌수위표,-999,-999
386143,2024-04-26,동촌수위표,-999,-999
386144,2024-04-26,금호강하류,-999,-999
386145,2024-04-26,합천수위표하류,6.1,1506.456
386146,2024-04-26,동촌수위표,953.28,235422.029
386147,2024-04-26,합천댐상류,8.24,2034.95
386148,2024-04-26,합천댐상류,232.3,57368.808
386149,2024-04-26,동촌수위표,0,0
386150,2024-04-26,함양위천,-999,-999
386151,2024-04-26,초강상류,110.74,27348.35
386152,2024-04-26,안동댐역조정지하류,78.68,19430.813
386153,2024-04-26,금호강시점,7.41,1829.974
386154,2024-04-26,안동댐역조정지하류,4.64,1145.894
386155,2024-04-26,영강하류,330.04,81506.678
386156,2024-04-26,부소천합류후,2.4,592.704
386157,2024-04-26,신천하류,1.66,409.954
386158,2024-04-26,신천하류,-999,-999
386159,2024-04-26,문산천합류후,0,0
386160,2024-04-26,평택수위표,0.64,158.054
386161,2024-04-26,오산천,2.75,679.14
386162,2024-04-26,평택수위표,19.8,4889.808
386163,2024-04-26,황구지천상류,1.46,360.562
386164,2024-04-26,상운천,9.79,2417.738
386165,2024-04-26,공촌천,-999,-999
386166,2024-04-26,안동댐역조정지하류,-999,-999
386167,2024-04-26,용전천하류,-999,-999
386168,2024-04-26,용전천하류,-999,-999
386169,2024-04-26,운곡천,2.34,577.886
386170,2024-04-26,전천,2.63,649.505
386171,2024-04-26,도암댐,2.07,511.207
386172,2024-04-26,곡강천,-999,-999
386173,2024-04-27,갑천하류,-999,-999
386174,2024-04-27,봉황천하류,15.18,3748.853
386175,2024-04-27,초강상류,20.03,4946.609
386176,2024-04-27,삼가천합류후,0.48,118.541
386177,2024-04-27,삼가천합류후,1.74,429.71
386178,2024-04-27,석화수위표,-999,-999
386179,2024-04-27,무심천,-999,-999
386180,2024-04-27,갑천하류,-999,-999
386181,2024-04-27,갑천하류,-999,-999
386182,2024-04-27,갑천하류,-999,-999
386183,2024-04-27,갑천상류,3.15,777.924
